date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
3/18/2015,2,1.0,950,6350,1.0,0.0,0.0,3,7,950,0.0,1951,0.0,98106,47.528,-122.352,1080,7620
3/25/2015,3,1.75,1430,4920,1.0,0.0,0.0,2,6,1430,0.0,1957,,98118,47.5388,-122.275,1550,5646
9/11/2014,3,1.75,2100,29735,1.0,0.0,0.0,4,7,1080,1020.0,1957,0.0,98155,47.7622,-122.302,2100,11250
3/23/2015,2,1.0,1140,10152,1.0,0.0,0.0,3,6,760,380.0,1942,0.0,98155,47.7369,-122.321,1340,10141
5/6/2014,4,2.5,2000,5684,2.0,0.0,0.0,3,8,2000,0.0,1996,0.0,98028,47.7443,-122.22,2210,7066
5/13/2014,3,2.5,1450,5008,1.0,0.0,0.0,3,7,840,610.0,2007,0.0,98106,47.5435,-122.35700000000001,2120,5019
4/29/2015,4,2.5,3290,35001,2.0,0.0,0.0,3,10,3290,0.0,1991,0.0,98077,47.7231,-122.038,4090,40371
3/24/2015,4,1.0,1750,12528,1.0,0.0,0.0,4,7,1750,0.0,1967,0.0,98072,47.743,-122.09700000000001,1550,14120
10/14/2014,4,2.5,2350,3904,2.5,0.0,0.0,3,7,2350,0.0,1999,0.0,98106,47.5305,-122.351,1120,4000
6/23/2014,3,1.0,1270,8400,1.0,0.0,0.0,3,7,1270,0.0,1955,0.0,98011,47.7604,-122.198,1390,8400
7/7/2014,5,1.75,1650,3000,1.5,0.0,0.0,3,8,1650,0.0,1902,,98144,47.5955,-122.306,1740,4000
9/3/2014,3,1.75,1458,858,2.0,0.0,0.0,3,8,950,508.0,2014,0.0,98144,47.592,-122.29299999999999,1458,3000
11/10/2014,3,2.5,1420,3542,2.0,0.0,0.0,3,8,1310,110.0,2007,0.0,98133,47.7731,-122.34299999999999,1180,1622
7/16/2014,3,1.0,1380,30940,2.0,0.0,0.0,3,8,1380,0.0,1976,0.0,98042,47.333999999999996,-122.10600000000001,2350,32500
7/23/2014,3,2.25,1940,9100,1.0,0.0,0.0,4,8,1630,310.0,1966,0.0,98023,47.3133,-122.36399999999999,2080,9100
1/5/2015,3,1.75,1060,7875,1.0,0.0,0.0,4,7,1060,0.0,1986,0.0,98092,47.2761,-122.152,1420,7680
10/2/2014,3,2.5,1270,1283,3.0,0.0,0.0,3,7,1270,0.0,2007,0.0,98125,47.7209,-122.291,1270,1512
6/10/2014,4,2.5,2530,7563,1.0,0.0,0.0,3,7,1440,1090.0,1978,0.0,98011,47.7762,-122.21,1960,7811
6/2/2014,4,2.0,1850,7560,1.0,0.0,0.0,4,7,1540,310.0,1978,0.0,98032,47.3666,-122.277,1620,7658
11/7/2014,3,1.75,1390,13200,2.0,0.0,0.0,3,7,1390,0.0,1979,0.0,98045,47.4429,-121.771,1430,10725
3/13/2015,5,2.25,3120,16672,2.0,0.0,0.0,4,9,3120,0.0,1969,0.0,98004,47.6458,-122.219,3740,17853
4/16/2015,3,1.5,1740,21980,1.0,0.0,0.0,4,7,1740,0.0,1973,,98042,47.3644,-122.132,1400,16100
10/30/2014,2,1.75,1340,7380,1.0,0.0,0.0,3,6,1340,0.0,1940,0.0,98055,47.4785,-122.229,1980,9600
11/12/2014,2,2.5,1830,2856,2.0,0.0,0.0,3,7,1830,0.0,2005,0.0,98029,47.5524,-121.99600000000001,1850,2667
8/20/2014,3,2.25,2200,8000,2.0,0.0,0.0,3,8,2200,0.0,1981,0.0,98055,47.4522,-122.208,2170,8000
9/17/2014,3,2.0,2850,19200,1.0,0.0,3.0,3,8,2340,510.0,2004,0.0,98023,47.3378,-122.348,2860,18240
11/13/2014,3,2.5,1260,11877,1.0,,0.0,3,7,1260,0.0,1975,0.0,98045,47.4442,-121.762,1430,9790
6/10/2014,2,1.0,1220,3000,1.0,0.0,0.0,3,7,920,300.0,1926,0.0,98117,47.6823,-122.365,1270,3000
7/22/2014,3,2.5,1780,6527,2.0,0.0,0.0,3,8,1780,0.0,1989,0.0,98092,47.2578,-122.21700000000001,2040,8840
7/18/2014,3,2.25,2450,49658,1.0,0.0,0.0,3,7,1770,680.0,1978,0.0,98045,47.486000000000004,-121.726,1340,121097
3/18/2015,3,1.0,1610,58370,1.0,0.0,0.0,3,7,1610,0.0,1978,0.0,98053,47.6718,-122.044,2510,58127
5/20/2014,3,2.25,1270,1213,2.0,0.0,0.0,3,8,1040,230.0,2005,0.0,98107,47.6736,-122.375,1410,1265
7/22/2014,3,1.0,1000,8018,1.0,,0.0,3,7,1000,0.0,1969,0.0,98034,47.7285,-122.198,1270,8000
6/16/2014,4,1.5,1220,10580,1.0,0.0,0.0,3,7,1220,0.0,1965,0.0,98008,47.6205,-122.116,1350,7800
5/1/2015,4,2.0,1990,6000,1.0,,0.0,3,9,1260,730.0,1956,2015.0,98199,47.6515,-122.397,1770,6000
10/17/2014,4,1.75,1500,6820,1.5,0.0,0.0,5,7,1500,?,1905,0.0,98117,47.6794,-122.37,1360,4125
10/14/2014,4,1.75,2660,3520,2.0,0.0,0.0,4,8,2080,580.0,1917,0.0,98115,47.6743,-122.30799999999999,2100,4080
7/31/2014,2,1.0,790,7450,1.0,0.0,0.0,4,6,790,0.0,1944,0.0,98058,47.4743,-122.17,800,7450
3/3/2015,4,1.0,1720,4410,1.5,0.0,2.0,3,7,1720,0.0,1928,0.0,98117,47.6791,-122.402,2140,4500
10/15/2014,4,2.5,3400,4840,2.0,0.0,0.0,3,10,3190,210.0,2006,0.0,98059,47.5066,-122.146,3400,5710
4/3/2015,3,2.5,2200,4692,2.0,0.0,0.0,3,8,2200,0.0,2005,,98011,47.7761,-122.169,2440,3833
10/2/2014,4,2.25,2670,14255,1.0,0.0,0.0,4,8,1610,1060.0,1975,0.0,98006,47.5623,-122.175,2470,10290
9/17/2014,5,2.25,3210,61419,1.5,0.0,0.0,3,8,3210,0.0,1979,0.0,98077,47.7632,-122.09,2820,48351
7/14/2014,2,1.0,820,5700,1.0,0.0,0.0,5,5,820,0.0,1942,0.0,98056,47.4915,-122.184,1000,5700
5/12/2014,2,2.5,1480,1369,3.0,0.0,0.0,3,7,1480,0.0,2009,,98052,47.676,-122.12100000000001,1390,1337
9/22/2014,3,1.0,1630,3200,1.5,0.0,0.0,4,8,1630,0.0,1912,0.0,98109,47.6351,-122.352,1710,3600
6/13/2014,3,1.75,1760,12874,1.0,0.0,0.0,4,7,1230,530.0,1967,0.0,98005,47.5906,-122.167,1950,10240
2/12/2015,2,1.0,1040,11500,1.0,0.0,0.0,5,7,1040,0.0,1947,,98003,47.2791,-122.3,1300,11954
3/19/2015,4,2.5,3040,20682,2.0,0.0,0.0,3,7,3040,0.0,2000,0.0,98019,47.7245,-121.959,2670,9742
5/14/2014,3,2.5,1690,1618,2.0,0.0,0.0,3,8,1150,540.0,2014,0.0,98029,47.5518,-121.99799999999999,1690,1618
2/4/2015,3,2.25,1660,8188,2.0,0.0,0.0,4,7,1660,0.0,1988,0.0,98042,47.3766,-122.115,1660,7000
2/6/2015,4,2.0,1510,3240,1.0,0.0,0.0,5,7,870,640.0,1901,0.0,98144,47.5972,-122.296,1420,5160
9/10/2014,3,2.5,2080,8690,1.0,0.0,0.0,3,8,1430,650.0,1974,0.0,98166,47.4424,-122.344,2400,9625
11/10/2014,3,2.75,2440,76531,1.0,0.0,0.0,3,10,1640,800.0,1980,0.0,98072,47.7672,-122.161,1890,10042
3/25/2015,3,2.5,2170,5000,2.0,0.0,0.0,3,9,2170,0.0,2003,0.0,98029,47.5453,-121.99600000000001,2170,5000
7/17/2014,3,2.25,1920,7840,2.0,0.0,0.0,4,8,1920,0.0,1982,0.0,98032,47.3631,-122.27600000000001,2170,7210
1/20/2015,3,2.5,2510,5544,2.0,0.0,0.0,3,7,2510,0.0,2001,0.0,98053,47.6903,-122.042,2660,5614
4/8/2015,2,1.5,1300,1229,2.0,0.0,0.0,3,8,1160,140.0,2000,0.0,98107,47.6727,-122.375,1430,1255
3/6/2015,2,1.0,1050,9600,1.0,0.0,0.0,4,6,1050,0.0,1959,0.0,98023,47.3274,-122.346,990,8880
11/5/2014,3,2.25,2590,9263,1.0,0.0,0.0,5,8,1440,1150.0,1977,0.0,98028,47.7691,-122.262,2580,9450
7/29/2014,5,1.75,2340,9148,2.0,,0.0,3,7,2340,0.0,1957,0.0,98198,47.4232,-122.324,1390,10019
6/23/2014,4,2.5,4570,74487,2.0,0.0,4.0,5,12,4570,0.0,1948,1985.0,98177,47.7282,-122.37200000000001,3810,74487
10/9/2014,3,2.5,2240,7791,2.0,0.0,0.0,3,7,2240,0.0,2002,0.0,98065,47.5361,-121.88,2480,5018
7/8/2014,3,1.0,1150,7314,1.0,0.0,0.0,3,7,1150,0.0,1960,,98008,47.6246,-122.113,1350,7350
8/5/2014,4,2.5,2990,9374,2.0,0.0,0.0,3,9,2990,0.0,2003,0.0,98074,47.6287,-122.024,2440,8711
12/11/2014,4,1.0,1350,3333,1.5,0.0,0.0,3,7,1350,0.0,1912,0.0,98107,47.6727,-122.397,1530,5000
6/3/2014,3,1.75,1970,10270,1.0,,0.0,4,8,1970,0.0,1966,0.0,98032,47.3619,-122.285,1970,8400
2/18/2015,3,2.25,1610,6655,2.0,0.0,0.0,4,7,1610,0.0,1985,0.0,98058,47.4296,-122.161,1780,7529
6/25/2014,3,2.5,1620,7686,2.0,,0.0,3,7,1620,0.0,1989,,98038,47.3613,-122.053,1370,7686
4/23/2015,4,2.5,2160,4500,2.0,0.0,0.0,3,7,2160,0.0,2002,0.0,98056,47.4819,-122.182,2160,4496
12/1/2014,4,2.5,3830,13800,1.0,0.0,4.0,4,9,2030,1800.0,1969,0.0,98006,47.5671,-122.15700000000001,3460,9875
2/6/2015,4,1.5,1340,6200,1.0,,0.0,5,6,1340,0.0,1959,0.0,98008,47.6214,-122.119,1210,7178
3/30/2015,2,2.5,1900,5065,2.0,0.0,0.0,3,8,1900,0.0,2005,0.0,98053,47.7175,-122.03399999999999,1350,4664
7/8/2014,4,2.75,2230,9640,1.0,0.0,0.0,3,8,1320,910.0,1998,0.0,98125,47.7269,-122.325,2100,9600
10/6/2014,3,3.25,1460,1254,3.0,,0.0,3,8,1460,0.0,2000,0.0,98103,47.6535,-122.353,1400,1255
10/9/2014,4,2.75,3170,7634,2.0,,0.0,3,10,3170,0.0,1992,0.0,98075,47.5774,-122.054,2940,7846
6/24/2014,3,1.0,2150,7007,1.0,,0.0,3,6,2150,0.0,1954,0.0,98177,47.7615,-122.36200000000001,1720,9000
8/22/2014,3,2.25,2730,10675,2.0,0.0,0.0,3,9,2730,0.0,1990,0.0,98074,47.6289,-122.042,2770,10570
12/30/2014,3,2.5,1460,8800,1.0,0.0,0.0,4,7,1460,0.0,1956,0.0,98040,47.5895,-122.23200000000001,2200,8800
4/24/2015,2,1.0,740,6300,1.0,0.0,0.0,3,6,740,0.0,1942,0.0,98126,47.5158,-122.376,740,6300
5/29/2014,3,1.75,1940,7313,1.0,0.0,1.0,4,8,1440,500.0,1960,0.0,98136,47.5239,-122.387,2160,7200
11/18/2014,3,1.5,1390,5040,1.0,0.0,0.0,3,7,1090,300.0,1947,0.0,98105,47.6611,-122.28200000000001,1910,4800
6/23/2014,3,1.5,1270,2356,2.0,0.0,0.0,3,7,1270,0.0,2012,0.0,98108,47.5671,-122.29799999999999,1490,2175
7/3/2014,2,1.0,870,4600,1.0,0.0,0.0,4,7,870,0.0,1942,0.0,98126,47.5274,-122.37899999999999,930,4600
6/16/2014,4,2.5,2440,28405,2.0,0.0,0.0,3,8,2440,0.0,2002,0.0,98028,47.7386,-122.238,2480,11429
12/11/2014,4,1.75,1700,6000,1.0,0.0,0.0,3,7,1700,0.0,1967,0.0,98002,47.3252,-122.208,1280,6000
11/18/2014,5,3.25,2860,20790,1.0,0.0,0.0,4,7,1800,1060.0,1965,0.0,98155,47.7757,-122.295,1920,9612
4/7/2015,3,2.5,1970,4120,1.5,0.0,0.0,3,6,1230,740.0,1927,0.0,98106,47.5328,-122.346,1470,4080
7/25/2014,4,1.75,4060,5500,2.0,0.0,0.0,5,9,2660,1400.0,1924,0.0,98102,47.6437,-122.321,3320,5500
4/21/2015,3,2.25,2070,7225,1.0,0.0,0.0,3,8,1690,380.0,1979,,98042,47.3551,-122.148,2070,7400
5/15/2014,5,1.75,2000,3750,2.0,,0.0,4,7,2000,0.0,1921,0.0,98103,47.6618,-122.355,1520,3750
5/1/2015,4,1.0,1290,6034,1.0,0.0,0.0,3,6,1050,240.0,1950,,98118,47.5223,-122.286,1060,6034
12/18/2014,2,1.75,1210,4141,1.0,0.0,0.0,4,7,910,300.0,1942,0.0,98117,47.68600000000001,-122.382,1310,4141
6/5/2014,4,1.5,1920,10403,1.0,,0.0,3,7,1370,550.0,1959,0.0,98023,47.2987,-122.366,1550,9619
11/10/2014,4,2.25,2180,11056,1.0,0.0,0.0,3,8,1370,810.0,1963,0.0,98004,47.6042,-122.193,2090,8747
4/27/2015,3,1.75,1070,6110,1.0,0.0,0.0,4,7,1070,0.0,1968,0.0,98002,47.3249,-122.20700000000001,1350,6148
7/30/2014,3,1.0,1560,3960,1.5,0.0,0.0,4,7,1560,0.0,1907,0.0,98144,47.5936,-122.301,1280,3960
10/14/2014,3,1.75,1870,9897,1.0,0.0,0.0,4,8,1870,0.0,1960,0.0,98040,47.5505,-122.221,1900,10005
4/9/2015,4,1.0,2300,7680,1.0,0.0,0.0,3,7,1270,1030.0,1959,,98106,47.523999999999994,-122.359,1840,5120
1/9/2015,4,2.5,2020,5100,2.0,0.0,0.0,3,7,2020,0.0,2010,0.0,98023,47.2822,-122.35700000000001,2300,5685
10/22/2014,2,0.75,780,55764,1.0,0.0,0.0,4,4,780,0.0,1945,,98058,47.442,-122.105,1620,30847
1/21/2015,4,2.5,2880,23994,2.0,0.0,3.0,3,9,2880,0.0,2002,0.0,98022,47.2124,-122.005,2470,17009
6/13/2014,4,3.0,2440,9600,2.0,,0.0,5,7,2440,0.0,1961,,98034,47.7044,-122.2,2290,9600
8/26/2014,3,2.5,2790,6720,2.0,0.0,0.0,3,8,2790,?,2002,0.0,98075,47.5958,-122.038,2620,6720
9/17/2014,3,1.0,940,10500,1.0,0.0,0.0,4,7,940,?,1966,0.0,98034,47.7268,-122.229,1660,10500
8/4/2014,3,2.25,1480,1026,3.0,0.0,0.0,3,8,1480,0.0,2014,0.0,98103,47.6536,-122.354,1570,1283
10/13/2014,3,2.25,1650,7218,1.0,0.0,0.0,3,7,1230,420.0,1985,0.0,98133,47.7237,-122.335,1690,7459
10/2/2014,3,2.5,1660,4083,2.0,0.0,0.0,3,7,1660,0.0,2013,0.0,98038,47.3595,-122.045,1800,4087
5/16/2014,3,2.5,2320,36847,2.0,0.0,2.0,3,9,2320,0.0,1992,0.0,98045,47.4838,-121.714,2550,35065
11/25/2014,2,1.0,820,3700,1.0,0.0,0.0,5,7,820,0.0,1968,0.0,98040,47.588,-122.251,1750,9000
2/19/2015,3,1.5,1690,10250,1.0,,0.0,4,7,1690,0.0,1955,0.0,98166,47.4531,-122.344,1990,11084
8/26/2014,3,2.0,1820,17600,1.0,0.0,0.0,5,7,1820,0.0,1972,,98059,47.4703,-122.11200000000001,2190,17440
5/20/2014,4,2.0,2850,7861,1.0,0.0,4.0,4,10,1450,1400.0,1970,,98117,47.6995,-122.397,2810,8087
7/16/2014,3,1.75,2340,6750,1.5,0.0,0.0,5,7,1620,720.0,1914,0.0,98103,47.6956,-122.335,1410,3388
9/11/2014,6,2.25,2450,25600,1.0,0.0,2.0,3,7,1340,1110.0,1957,0.0,98008,47.6061,-122.117,1850,10230
5/9/2014,2,1.0,1150,4400,1.0,0.0,0.0,4,7,1150,0.0,1905,0.0,98112,47.6226,-122.292,1240,4400
10/28/2014,2,1.75,1400,4720,1.0,0.0,0.0,4,7,820,580.0,1927,0.0,98116,47.5705,-122.39200000000001,1330,6786
12/8/2014,4,2.5,2850,6809,2.0,0.0,0.0,3,9,2850,0.0,2003,0.0,98019,47.7353,-121.973,2820,7500
9/29/2014,3,2.5,1730,7442,2.0,0.0,0.0,3,7,1730,0.0,1987,0.0,98030,47.3507,-122.178,1630,6458
6/17/2014,3,1.5,1450,7375,1.0,0.0,0.0,3,7,1010,440.0,1968,0.0,98034,47.7212,-122.179,1350,7440
1/22/2015,4,1.0,1460,3840,1.5,0.0,0.0,3,8,1340,120.0,1928,0.0,98106,47.533,-122.34700000000001,990,4200
11/18/2014,3,1.0,1370,17859,1.0,0.0,0.0,4,7,1150,220.0,1930,0.0,98024,47.5617,-121.859,1460,47044
5/2/2015,3,1.0,1360,5840,1.0,0.0,0.0,4,5,1360,0.0,1953,,98056,47.4945,-122.166,1250,6708
7/23/2014,4,2.75,2950,49658,1.0,0.0,0.0,4,8,2950,0.0,1960,1998.0,98010,47.3596,-121.92200000000001,1720,54672
3/5/2015,4,2.5,2210,5002,1.0,0.0,0.0,3,7,1370,840.0,1977,0.0,98199,47.6637,-122.40100000000001,1970,4920
7/21/2014,3,2.5,2020,5613,2.0,0.0,0.0,3,7,2020,0.0,2003,0.0,98053,47.6835,-122.035,2020,4609
7/21/2014,3,2.0,1740,3600,1.0,0.0,0.0,5,7,990,750.0,1923,0.0,98119,47.6448,-122.35799999999999,1250,3600
10/9/2014,3,2.25,1980,7200,1.0,0.0,0.0,3,8,1300,680.0,1964,0.0,98177,47.7625,-122.36,1820,8250
7/23/2014,3,3.25,3786,38038,1.0,1.0,4.0,3,9,1934,1852.0,1978,2006.0,98070,47.3907,-122.448,2850,33361
2/19/2015,4,2.25,2820,9602,1.0,0.0,1.0,3,8,1950,870.0,1974,0.0,98008,47.5881,-122.113,2890,9602
7/17/2014,4,2.0,2330,5000,1.5,0.0,0.0,5,7,1720,610.0,1925,0.0,98117,47.6804,-122.35799999999999,2090,5000
5/28/2014,3,2.5,1680,6755,2.0,0.0,0.0,3,8,1680,0.0,1994,,98092,47.3293,-122.17,1860,7257
8/4/2014,3,2.5,2050,4876,2.0,0.0,0.0,3,8,2050,0.0,2005,0.0,98072,47.7746,-122.15799999999999,2320,4065
6/5/2014,3,3.5,1690,1432,2.0,0.0,0.0,3,7,1360,330.0,2008,0.0,98199,47.6513,-122.4,1650,2788
6/3/2014,3,1.0,1040,6860,2.0,0.0,0.0,3,6,1040,0.0,1942,,98146,47.5121,-122.375,1030,6512
3/6/2015,4,2.5,2620,11200,1.0,0.0,0.0,4,8,1770,850.0,1962,0.0,98004,47.5876,-122.193,2360,11200
1/13/2015,2,1.0,750,4000,1.0,0.0,0.0,2,6,750,0.0,1933,,98108,47.54,-122.32,1160,4000
7/15/2014,3,2.5,2150,5193,2.0,0.0,0.0,3,8,2150,?,1995,,98033,47.6952,-122.18700000000001,2150,7172
12/17/2014,2,1.0,1290,3140,2.0,0.0,0.0,3,7,1290,0.0,2008,0.0,98053,47.6971,-122.02600000000001,1290,2628
7/28/2014,3,1.0,1580,4000,2.0,0.0,0.0,3,8,1580,0.0,1905,0.0,98102,47.6363,-122.32,2190,4000
9/11/2014,6,2.75,4460,6952,2.5,,2.0,4,10,3460,1000.0,1930,0.0,98105,47.6626,-122.26899999999999,2750,4769
9/16/2014,4,1.75,2620,11041,1.5,0.0,0.0,4,9,2620,0.0,1962,0.0,98005,47.5975,-122.17399999999999,2230,11041
11/4/2014,4,2.0,1480,15000,1.0,0.0,0.0,4,7,1480,0.0,1957,0.0,98055,47.4312,-122.196,1450,8768
2/20/2015,4,2.5,2000,6921,2.0,0.0,0.0,3,8,2000,0.0,2003,0.0,98038,47.3559,-122.014,2430,6339
1/6/2015,4,2.5,3120,5137,2.0,0.0,0.0,3,7,3120,0.0,2003,0.0,98053,47.6842,-122.04,2755,5137
9/25/2014,3,1.0,1150,10196,1.0,0.0,0.0,4,7,1150,0.0,1957,,98052,47.6788,-122.162,1410,8925
10/4/2014,3,1.75,1550,6225,1.0,0.0,0.0,4,7,1550,0.0,1949,0.0,98002,47.3098,-122.21799999999999,1760,9496
12/23/2014,3,1.75,1640,8529,1.0,0.0,0.0,5,7,1640,0.0,1951,0.0,98155,47.7751,-122.32,1730,7769
11/14/2014,3,2.0,1700,10000,2.0,0.0,0.0,3,8,1700,0.0,1992,0.0,98011,47.7661,-122.205,1460,9621
7/7/2014,3,1.0,1390,6000,1.0,0.0,0.0,3,5,1390,0.0,1954,0.0,98056,47.4977,-122.175,1170,6000
12/10/2014,4,2.5,2000,5500,2.0,0.0,0.0,3,8,2000,0.0,2003,0.0,98038,47.3552,-122.014,2000,5512
8/5/2014,4,2.5,2070,4427,2.0,0.0,0.0,3,7,2070,0.0,2007,0.0,98065,47.5208,-121.869,2070,4556
3/16/2015,3,2.75,2000,7200,1.0,0.0,0.0,3,7,1000,1000.0,1954,2014.0,98166,47.4531,-122.352,1440,7200
8/13/2014,3,1.0,1380,4635,1.0,0.0,0.0,4,6,1380,0.0,1919,0.0,98144,47.57,-122.285,1790,4635
12/23/2014,4,2.5,2940,7590,2.0,0.0,0.0,3,9,2940,0.0,1991,0.0,98058,47.4341,-122.16,2550,8360
6/20/2014,3,1.0,1300,8160,1.0,0.0,0.0,4,7,1300,0.0,1960,,98056,47.511,-122.17200000000001,1290,8970
7/15/2014,2,1.0,1060,8000,1.0,0.0,0.0,3,6,1060,0.0,1941,0.0,98168,47.5088,-122.333,1390,8000
11/21/2014,5,3.5,3180,14000,2.0,0.0,0.0,5,10,3180,0.0,1997,0.0,98006,47.5501,-122.12799999999999,3670,14450
12/19/2014,3,1.75,1820,8813,2.0,0.0,0.0,3,7,1820,0.0,1994,0.0,98003,47.2622,-122.303,1780,7349
5/9/2014,4,2.75,1970,7213,1.0,0.0,0.0,3,8,1170,800.0,1977,0.0,98058,47.4424,-122.126,1980,7045
11/5/2014,3,2.5,2350,3750,2.0,0.0,0.0,3,7,1740,610.0,2003,0.0,98117,47.6767,-122.365,1590,4700
5/22/2014,4,3.0,3220,8936,2.0,0.0,0.0,3,9,2450,770.0,1990,0.0,98031,47.4208,-122.213,2810,10500
11/13/2014,5,1.0,1590,5000,1.5,0.0,0.0,3,7,1190,400.0,1929,0.0,98116,47.5752,-122.381,1590,5000
2/2/2015,3,2.25,1830,8831,1.0,0.0,0.0,3,7,1460,370.0,1979,,98034,47.7286,-122.215,2330,8064
10/1/2014,3,2.75,1930,2960,1.5,0.0,0.0,5,7,1490,440.0,1929,0.0,98105,47.6659,-122.287,2080,3760
5/12/2014,4,2.5,2380,7066,2.0,0.0,0.0,4,7,2380,0.0,1997,0.0,98031,47.3982,-122.17200000000001,2310,8127
6/21/2014,2,1.0,1230,1820,2.0,0.0,0.0,4,7,830,400.0,1948,0.0,98107,47.6684,-122.40100000000001,1660,3056
5/27/2014,4,2.5,1850,50662,1.0,0.0,0.0,3,8,1430,420.0,1978,0.0,98052,47.6535,-122.119,2090,10599
12/15/2014,3,1.5,2210,11111,1.5,0.0,0.0,3,7,2210,0.0,1934,,98168,47.492,-122.309,1250,8422
4/13/2015,3,1.75,1580,9719,1.0,0.0,0.0,5,7,1580,0.0,1962,0.0,98056,47.5396,-122.18,1760,8539
10/9/2014,3,1.75,1970,8000,1.0,0.0,0.0,4,8,1970,0.0,1968,0.0,98052,47.6324,-122.1,1910,8000
9/19/2014,3,1.0,920,3863,1.0,0.0,0.0,3,6,920,0.0,1970,0.0,98118,47.5524,-122.27,1080,5150
10/14/2014,3,1.0,1160,10988,1.0,0.0,0.0,3,7,1160,0.0,1965,0.0,98033,47.6818,-122.165,1670,51376
7/23/2014,4,3.25,3740,11467,2.0,0.0,0.0,3,10,3740,0.0,2014,0.0,98029,47.581,-122.022,2510,27520
8/14/2014,3,3.0,2110,7794,1.0,0.0,0.0,3,6,2110,?,1981,0.0,98198,47.4005,-122.29299999999999,1330,10044
11/21/2014,4,1.75,1880,4175,1.5,0.0,0.0,3,7,1090,790.0,1944,,98107,47.6646,-122.36399999999999,1700,3758
12/29/2014,3,1.75,1130,7000,1.0,0.0,0.0,3,7,1130,0.0,1978,,98023,47.306999999999995,-122.37200000000001,1830,8880
